size;n;k;comp;swaps
select;7600;7600/4;29471;43224
select;7600;7600/4;28035;41589
select;7600;7600/4;
select;7600;7600/4;27504;41160
select;7600;7600/4;
select;7600;7600/4;
select;7600;7600/4;
select;7600;7600/4;
select;7600;7600/4;28077;41662
select;7600;7600/4;28678;42094
select;7600;7600/4;30495;44187
select;7600;7600/4;29853;43396
select;7600;7600/4;29867;43657
select;7600;7600/4;27871;41452
select;7600;7600/4;
select;7600;7600/4;29063;42484
select;7600;7600/4;28780;42420
select;7600;7600/4;
select;7600;7600/4;30888;44517
select;7600;7600/4;31133;44829
select;7600;7600/4;31130;44805
select;7600;7600/4;29928;43754
select;7600;7600/4;30140;43889
select;7600;7600/4;30585;44267
select;7600;7600/4;
select;7600;7600/4;27648;41267
select;7600;7600/4;28309;41965
select;7600;7600/4;
select;7600;7600/4;27230;40587
select;7600;7600/4;
select;7600;7600/4;28163;41754
select;7600;7600/4;
select;7600;7600/4;30846;44491
select;7600;7600/4;31198;44876
select;7600;7600/4;29194;42569
select;7600;7600/4;30132;43836
select;7600;7600/4;29635;43440
select;7600;7600/4;29469;43228
select;7600;7600/4;29806;43517
select;7600;7600/4;28273;42001
select;7600;7600/4;
select;7600;7600/4;31500;45309
select;7600;7600/4;28612;42364
select;7600;7600/2;28108;41899
select;7600;7600/2;29965;43703
select;7600;7600/2;28880;42619
select;7600;7600/2;29087;42623
select;7600;7600/2;29135;42753
select;7600;7600/2;
select;7600;7600/2;
select;7600;7600/2;
select;7600;7600/2;
select;7600;7600/2;29079;42566
select;7600;7600/2;30213;43883
select;7600;7600/2;30386;43995
select;7600;7600/2;29779;43327
select;7600;7600/2;29786;43470
select;7600;7600/2;29282;42879
select;7600;7600/2;30794;44422
select;7600;7600/2;
select;7600;7600/2;
select;7600;7600/2;28934;42688
select;7600;7600/2;28321;41081
select;7600;7600/2;
select;7600;7600/2;29415;42771
select;7600;7600/2;29296;42954
select;7600;7600/2;
select;7600;7600/2;
select;7600;7600/2;
select;7600;7600/2;
select;7600;7600/2;
select;7600;7600/2;27803;41633
select;7600;7600/2;
select;7600;7600/2;28173;41828
select;7600;7600/2;29752;43463
select;7600;7600/2;
select;7600;7600/2;
select;7600;7600/2;26712;39446
select;7600;7600/2;28847;42164
select;7600;7600/2;
select;7600;7600/2;
select;7600;7600/2;
select;7600;7600/2;30475;44255
select;7600;7600/2;30556;44144
select;7600;7600/2;30667;44230
select;7600;7600/2;
select;7600;7600/2;29388;43117
select;7600;7600/2;28636;42239
select;7600;7600/2;29997;43746
select;7600;7600/2;28688;42410
select;7600;7600/2;29409;43115
select;7600;7600/2;29164;42922
select;7600;7600/2;31019;44749
select;7600;7600/2;
select;7600;7600/2;29325;42918
select;7600;7600/2;27153;39791
select;7600;7600/2;
select;7600;7600/2;29145;42847
select;7600;7600/2;26727;39292
select;7600;7600/2;28269;41952
select;7600;7600/2;27840;41589
select;7600;7600/2;27328;41029
select;7600;7600/2;29481;42906
select;7600;7600/2;27691;41445
select;7600;7600/2;29186;42855
select;7600;7600/2;28576;42398
select;7600;7600/2;
select;7600;7600/2;30796;44426
select;7600;7600/2;28048;41850
select;7600;7600/2;
select;7600;7600/2;
select;7600;7600/2;29797;43458
select;7600;7600/2;29998;43567
select;7600;7600/2;
select;7600;7600/2;
select;7600;7600/2;29973;43788
select;7600;7600/2;
select;7600;7600/2;29872;43456
select;7600;7600/2;29296;42917
select;7600;7600/2;30157;43710
select;7600;7600/2;29684;42892
select;7600;7600/2;28937;42743
select;7600;7600/2;30252;43834
select;7600;7600/2;28555;42146
select;7600;7600/2;28562;42331
select;7600;7600/2;28559;42243
select;7600;7600/2;30706;44260
select;7600;7600/2;29333;42965
select;7600;7600/2;
select;7600;7600/2;
select;7600;7600/2;29484;43058
select;7600;7600/2;29849;42970
select;7600;7600/2;28800;42498
select;7600;7600/2;30577;44343
select;7600;7600/2;28896;42530
select;7600;7600/2;29478;43119
select;7600;7600/2;29373;42835
select;7600;7600/2;28108;41673
select;7600;7600/2;30174;43798
select;7600;7600/2;28962;42642
select;7600;7600/2;
select;7600;7600/2;
select;7600;7600/2;26775;39975
select;7600;7600-1;28373;41405
select;7600;7600-1;29649;43283
select;7600;7600-1;
select;7600;7600-1;30261;43879
select;7600;7600-1;
select;7600;7600-1;29872;43192
select;7600;7600-1;29968;43608
select;7600;7600-1;30020;43834
select;7600;7600-1;27025;39171
select;7600;7600-1;
select;7600;7600-1;
select;7600;7600-1;29215;42764
select;7600;7600-1;
select;7600;7600-1;
select;7600;7600-1;30068;43612
select;7600;7600-1;25958;38675
select;7600;7600-1;28689;42394
select;7600;7600-1;28993;42722
select;7600;7600-1;
select;7600;7600-1;27352;41008
select;7600;7600-1;29561;43394
select;7600;7600-1;30378;43945
select;7600;7600-1;28781;42357
select;7600;7600-1;28178;41934
select;7600;7600-1;29476;42932
select;7600;7600-1;29090;42723
select;7600;7600-1;
select;7600;7600-1;29627;43216
select;7600;7600-1;
select;7600;7600-1;29356;43130
select;7600;7600-1;27946;41656
select;7600;7600-1;
select;7600;7600-1;28110;41889
select;7600;7600-1;28268;41967
select;7600;7600-1;29135;42954
select;7600;7600-1;29169;42833
select;7600;7600-1;30501;44257
select;7600;7600-1;26782;39236
select;7600;7600-1;27786;41333
select;7600;7600-1;28762;42395
select;7600;7600-1;29431;43168
select;7600;7600-1;29966;43692
select;7600;7600-1;25675;38376
select;7600;7600-1;
select;7600;7600-1;30199;43942
select;7600;7600-1;
select;7600;7600-1;30918;44722
select;7600;7600-1;30232;43852
select;7600;7600-1;30905;44534
select;7600;7600-1;28343;42085
select;7600;7600-1;31141;44749
select;7600;7600-1;28780;42404
select;7600;7600-1;29323;42926
select;7600;7600-1;30917;44652
select;7600;7600-1;28853;42661
select;7600;7600-1;30047;43775
select;7600;7600-1;31380;45046
select;7600;7600-1;29224;43014
select;7600;7600-1;28897;42581
select;7600;7600-1;28913;42495
select;7600;7600-1;29243;42931
select;7600;7600-1;30161;43893
select;7600;7600-1;27998;41574
select;7600;7600-1;29095;42804
select;7600;7600-1;30374;44157
select;7600;7600-1;29530;43266
select;7600;7600-1;
select;7600;7600-1;28417;42046
select;7600;7600-1;30336;43946
select;7600;7600-1;28974;42839
select;7600;7600-1;
select;7600;7600-1;30684;44424
select;7600;7600-1;27869;41395
select;7600;7600-1;28844;42396
select;7600;7600-1;29115;42689
select;7600;7600-1;29936;43852
select;7600;7600-1;
select;7600;7600-1;28590;41993
select;7600;7600-1;29147;42857
select;7600;7600-1;28926;42753
select;7600;7600-1;27272;40343
select;7600;7600-1;28378;41944
select;7600;7600-1;30744;44249
select;7600;7600-1;29289;43038
select;7600;7600-1;30150;43944
select;7600;7600-1;29775;43473
select;7600;7600-1;30143;43800
select;7600;7600-1;30804;44368
select;7600;7600-1;28433;42163
select;7600;7600-1;28886;42083
select;7600;7600-1;28287;41890
select;7600;7600-1;29167;42336
select;7600;7600-1;30275;43943
select;7600;7600-1;
select;7600;7600-1;27962;41545
select;7600;7600-1;28666;42377
select;7600;7600-1;30173;43483
select;7600;7600-1;30004;43549
select;7600;7600-1;
select;7600;7600-1;28896;42588
select;7700;0;28916;42401
select;7700;0;29461;42995
select;7700;0;29286;43107
select;7700;0;28581;41951
select;7700;0;29242;42646
select;7700;0;29250;42765
select;7700;0;29358;42975
select;7700;0;29233;42739
select;7700;0;26920;39396
select;7700;0;29026;42378
select;7700;0;29154;42949
select;7700;0;29162;42785
select;7700;0;29490;43225
select;7700;0;29259;42588
select;7700;0;29107;42479
select;7700;0;28900;42419
select;7700;0;28887;42471
select;7700;0;29467;43202
select;7700;0;29649;43174
select;7700;0;29614;43421
select;7700;0;29510;43142
select;7700;0;28960;42295
select;7700;0;29308;42944
select;7700;0;29500;43196
select;7700;0;29423;43113
select;7700;0;29318;43009
select;7700;0;28936;42574
select;7700;0;29543;43320
select;7700;0;28632;41873
select;7700;0;28923;42026
select;7700;0;29418;42787
select;7700;0;29018;42451
select;7700;0;29490;43115
select;7700;0;28904;42496
select;7700;0;28679;41917
select;7700;0;29484;42958
select;7700;0;30008;43931
select;7700;0;29349;42979
select;7700;0;29055;42489
select;7700;0;29170;42707
select;7700;0;29406;42905
select;7700;0;26750;39062
select;7700;0;29684;43476
select;7700;0;29064;42349
select;7700;0;29084;42314
select;7700;0;29223;42688
select;7700;0;29106;42623
select;7700;0;30041;44119
select;7700;0;29685;43381
select;7700;0;28801;42107
select;7700;0;29146;42682
select;7700;0;29728;43729
select;7700;0;29257;42863
select;7700;0;28793;42128
select;7700;0;29597;43175
select;7700;0;29641;43423
select;7700;0;28940;42363
select;7700;0;28877;41843
select;7700;0;29621;43554
select;7700;0;29074;42377
select;7700;0;29017;42457
select;7700;0;28589;41742
select;7700;0;28879;42381
select;7700;0;29048;42550
select;7700;0;29114;42665
select;7700;0;27503;40009
select;7700;0;28648;41897
select;7700;0;29324;42902
select;7700;0;29520;43231
select;7700;0;28981;42508
select;7700;0;29196;42755
select;7700;0;29562;43442
select;7700;0;29443;43015
select;7700;0;28272;41356
select;7700;0;29180;42973
select;7700;0;29041;42532
select;7700;0;29585;43286
select;7700;0;28712;42134
select;7700;0;29305;42908
select;7700;0;29180;42432
select;7700;0;29161;42361
select;7700;0;28883;42339
select;7700;0;29273;42823
select;7700;0;28811;42008
select;7700;0;29474;43361
select;7700;0;29411;42832
select;7700;0;28990;42475
select;7700;0;29456;43131
select;7700;0;29064;42557
select;7700;0;29125;42553
select;7700;0;29013;42513
select;7700;0;29463;43104
select;7700;0;28909;42310
select;7700;0;29890;43776
select;7700;0;29124;42591
select;7700;0;29116;42532
select;7700;0;27604;40239
select;7700;0;29547;43205
select;7700;0;29752;43623
select;7700;0;29207;42750
select;7700;7700/4;29779;43386
select;7700;7700/4;30903;44617
select;7700;7700/4;30220;44098
select;7700;7700/4;
select;7700;7700/4;29773;43427
select;7700;7700/4;29023;42813
select;7700;7700/4;
select;7700;7700/4;31385;45232
select;7700;7700/4;
select;7700;7700/4;28976;42712
select;7700;7700/4;
select;7700;7700/4;30707;44362
select;7700;7700/4;
select;7700;7700/4;29853;43621
select;7700;7700/4;26213;38996
select;7700;7700/4;30292;44135
select;7700;7700/4;30995;44903
select;7700;7700/4;31452;45152
select;7700;7700/4;29140;42391
select;7700;7700/4;30643;44351
select;7700;7700/4;29322;43147
select;7700;7700/4;30665;44537
select;7700;7700/4;29418;43123
select;7700;7700/4;30854;44691
select;7700;7700/4;
select;7700;7700/4;
select;7700;7700/4;28182;41959
select;7700;7700/4;
select;7700;7700/4;
select;7700;7700/4;31569;45514
select;7700;7700/4;28693;42293
select;7700;7700/4;
select;7700;7700/4;31385;45393
select;7700;7700/4;29248;43144
select;7700;7700/4;30196;44132
select;7700;7700/4;25296;37622
select;7700;7700/4;30447;44435
select;7700;7700/4;30240;44155
select;7700;7700/4;30463;44146
select;7700;7700/4;29455;43359
select;7700;7700/4;
select;7700;7700/4;
select;7700;7700/4;30067;43880
select;7700;7700/4;30420;44240
select;7700;7700/4;28035;41819
select;7700;7700/4;29527;43529
select;7700;7700/4;28300;42192
select;7700;7700/4;29294;43103
select;7700;7700/4;31141;44724
select;7700;7700/4;30790;44778
select;7700;7700/4;
select;7700;7700/4;28872;42701
select;7700;7700/4;30860;44728
select;7700;7700/4;31671;45289
select;7700;7700/4;29946;43620
select;7700;7700/4;30372;44294
select;7700;7700/4;
select;7700;7700/4;
select;7700;7700/4;31051;44915
select;7700;7700/4;30185;44098
select;7700;7700/4;29291;42567
select;7700;7700/4;28950;42882
select;7700;7700/4;29401;43189
select;7700;7700/4;29271;43138
select;7700;7700/4;30140;43941
select;7700;7700/4;28494;42392
select;7700;7700/4;28902;42776
select;7700;7700/4;31128;45152
select;7700;7700/4;29318;43039
select;7700;7700/4;27920;41327
select;7700;7700/4;29494;43326
select;7700;7700/4;30016;43869
select;7700;7700/4;30158;43910
select;7700;7700/4;
select;7700;7700/4;
select;7700;7700/4;
select;7700;7700/4;
select;7700;7700/4;
select;7700;7700/4;28061;42027
select;7700;7700/4;28359;42149
select;7700;7700/4;30383;44093
select;7700;7700/4;
select;7700;7700/4;29685;43505
select;7700;7700/4;29688;43505
select;7700;7700/4;30644;44547
select;7700;7700/4;30422;44346
select;7700;7700/4;29697;43456
select;7700;7700/4;29475;43446
select;7700;7700/4;29794;43756
select;7700;7700/4;29678;43576
select;7700;7700/4;29079;42944
select;7700;7700/4;28637;41520
select;7700;7700/4;
select;7700;7700/4;29033;42981
select;7700;7700/4;31778;45765
select;7700;7700/4;30438;44307
select;7700;7700/4;30074;44012
select;7700;7700/4;30976;44858
select;7700;7700/4;29126;42997
select;7700;7700/4;29883;43866
select;7700;7700/2;30482;44234
select;7700;7700/2;30609;44471
select;7700;7700/2;29278;43127
select;7700;7700/2;29003;42659
select;7700;7700/2;27818;40768
select;7700;7700/2;29175;43104
select;7700;7700/2;
select;7700;7700/2;29918;43787
select;7700;7700/2;29406;42602
select;7700;7700/2;29942;43709
select;7700;7700/2;29064;42849
select;7700;7700/2;28896;42602
select;7700;7700/2;
select;7700;7700/2;
select;7700;7700/2;29722;43531
select;7700;7700/2;30528;44497
select;7700;7700/2;30502;44330
select;7700;7700/2;29331;43120
select;7700;7700/2;27813;41305
select;7700;7700/2;28229;41160
select;7700;7700/2;29018;42808
select;7700;7700/2;29611;43397
select;7700;7700/2;29745;43644
select;7700;7700/2;29853;43836
select;7700;7700/2;29126;42940
select;7700;7700/2;29122;42921
select;7700;7700/2;30717;44736
select;7700;7700/2;
select;7700;7700/2;29252;43107
select;7700;7700/2;
select;7700;7700/2;29590;43454
select;7700;7700/2;
select;7700;7700/2;28211;41967
select;7700;7700/2;
select;7700;7700/2;29036;42871
select;7700;7700/2;29704;43464
select;7700;7700/2;30476;44416
select;7700;7700/2;
select;7700;7700/2;
select;7700;7700/2;29539;43432
select;7700;7700/2;29030;42704
select;7700;7700/2;31139;45091
select;7700;7700/2;29526;43281
select;7700;7700/2;
select;7700;7700/2;27581;41384
select;7700;7700/2;
select;7700;7700/2;30302;44127
select;7700;7700/2;29390;43325
select;7700;7700/2;
select;7700;7700/2;29796;43619
select;7700;7700/2;31165;45081
select;7700;7700/2;30197;43962
select;7700;7700/2;30668;44594
select;7700;7700/2;29268;43264
select;7700;7700/2;29875;43753
select;7700;7700/2;
select;7700;7700/2;28501;42340
select;7700;7700/2;31221;44998
select;7700;7700/2;30245;43820
select;7700;7700/2;28973;42911
select;7700;7700/2;
select;7700;7700/2;30070;43668
select;7700;7700/2;29023;42809
select;7700;7700/2;29103;42855
select;7700;7700/2;30817;44785
select;7700;7700/2;30054;43931
select;7700;7700/2;29065;42942
select;7700;7700/2;28508;42369
select;7700;7700/2;29170;43136
select;7700;7700/2;29504;43213
select;7700;7700/2;30502;44404
select;7700;7700/2;29921;43833
select;7700;7700/2;28957;42810
select;7700;7700/2;28284;42115
select;7700;7700/2;29333;43312
select;7700;7700/2;27303;40245
select;7700;7700/2;
select;7700;7700/2;28755;42575
select;7700;7700/2;28898;42843
select;7700;7700/2;28201;42086
select;7700;7700/2;28280;42171
select;7700;7700/2;29110;42836
select;7700;7700/2;29830;43401
select;7700;7700/2;30240;44119
select;7700;7700/2;28116;40997
select;7700;7700/2;
select;7700;7700/2;28327;42025
select;7700;7700/2;
select;7700;7700/2;27023;40487
select;7700;7700/2;29210;42939
select;7700;7700/2;31552;45386
select;7700;7700/2;
select;7700;7700/2;30630;44545
select;7700;7700/2;
select;7700;7700/2;30597;44489
select;7700;7700/2;
select;7700;7700/2;31149;44800
select;7700;7700/2;28342;42089
select;7700;7700/2;30553;44253
select;7700;7700/2;31516;45407
select;7700;7700-1;28177;42229
select;7700;7700-1;29878;43683
select;7700;7700-1;30528;44513
select;7700;7700-1;30255;44190
select;7700;7700-1;31435;45276
select;7700;7700-1;30021;43992
select;7700;7700-1;29501;43434
select;7700;7700-1;
select;7700;7700-1;30877;44496
select;7700;7700-1;29022;42817
select;7700;7700-1;30324;44025
select;7700;7700-1;30822;44734
select;7700;7700-1;31027;44921
select;7700;7700-1;
select;7700;7700-1;29349;43183
select;7700;7700-1;29417;42342
select;7700;7700-1;30090;44005
select;7700;7700-1;
select;7700;7700-1;29990;43885
select;7700;7700-1;30922;44800
select;7700;7700-1;29234;43038
select;7700;7700-1;30692;44597
select;7700;7700-1;28604;42453
select;7700;7700-1;
select;7700;7700-1;28367;42142
select;7700;7700-1;31342;45309
select;7700;7700-1;28223;40915
select;7700;7700-1;28689;42598
select;7700;7700-1;31590;45435
select;7700;7700-1;31038;44797
select;7700;7700-1;30859;44785
select;7700;7700-1;29633;42835
select;7700;7700-1;31557;45526
select;7700;7700-1;30126;43935
select;7700;7700-1;29270;43246
select;7700;7700-1;
select;7700;7700-1;
select;7700;7700-1;
select;7700;7700-1;28284;42159
select;7700;7700-1;30924;44741
select;7700;7700-1;
select;7700;7700-1;29015;42683
select;7700;7700-1;29848;43706
select;7700;7700-1;28937;41895
select;7700;7700-1;
select;7700;7700-1;27880;41651
select;7700;7700-1;29005;42978
select;7700;7700-1;29336;43111
select;7700;7700-1;
select;7700;7700-1;
select;7700;7700-1;
select;7700;7700-1;29532;43413
select;7700;7700-1;31070;44906
select;7700;7700-1;28894;42727
select;7700;7700-1;
select;7700;7700-1;27507;40479
select;7700;7700-1;29546;43352
select;7700;7700-1;29355;43160
select;7700;7700-1;31513;45346
select;7700;7700-1;29459;43365
select;7700;7700-1;
select;7700;7700-1;
select;7700;7700-1;29165;42633
select;7700;7700-1;29090;42546
select;7700;7700-1;29320;43254
select;7700;7700-1;29709;43635
select;7700;7700-1;30172;44117
select;7700;7700-1;30872;44745
select;7700;7700-1;29861;43661
select;7700;7700-1;
select;7700;7700-1;30201;44130
select;7700;7700-1;
select;7700;7700-1;31604;45548
select;7700;7700-1;
select;7700;7700-1;29326;43211
select;7700;7700-1;29785;43725
select;7700;7700-1;31908;45856
select;7700;7700-1;27829;41238
select;7700;7700-1;28117;41923
select;7700;7700-1;30147;44157
select;7700;7700-1;30455;44240
select;7700;7700-1;
select;7700;7700-1;31206;45191
select;7700;7700-1;26823;39790
select;7700;7700-1;28114;41595
select;7700;7700-1;30822;44697
select;7700;7700-1;28644;42548
select;7700;7700-1;
select;7700;7700-1;29818;43504
select;7700;7700-1;
select;7700;7700-1;30849;44844
select;7700;7700-1;
select;7700;7700-1;30540;44401
select;7700;7700-1;28262;41648
